County,TotalPop,White,White_Percent,Black,Black_Percent,NativeAm,Native_Percent,Asian,Asian_Percent,Hawaiian,Hawaiian_Percent,Other,Other_Percent,Mix,Mix_Percent,Hispanic,Hispanic_Percent,Abbott-R,Abbott_Percent,Davis-D,Davis_Percent,Glass-L,Glass_Percent,Parmer-G,Pavitt-I,Total,Total,TurnOut%
Montague,19719,17347,87.9709924438359,38,0.192707540950352,137,0.789761918487347,59,0.29920381358081,3,0.0152137532329226,3,0.0152137532329226,202,1.02439271768345,1930,9.78751457984685,5691,28.8604898828541,916,4.64526598711902,106,0.537552614229931,29,1,6743,12930,52.15%
Montgomery,455746,324611,71.2262971040887,18537,4.06739719054034,1807,0.556666286724726,9347,2.05092310190325,241,0.0528803324658911,635,0.13933199633129,5870,1.28799813931444,94698,20.7786793520952,83938,18.4177151307965,19179,4.20826513013828,1434,0.314648949195385,338,6,104895,281496,37.26%
Moore,21904,8370,38.2121986851717,287,1.31026296566837,107,1.27837514934289,1323,6.0399926953981,18,0.0821767713659605,61,0.278487947406866,196,0.89481373265157,11542,52.6935719503287,2421,11.0527757487217,301,1.37417823228634,33,0.150657414170928,10,1,2766,9336,29.63%
Morris,12934,8636,66.7697541363847,2952,22.8235657955775,82,0.94951366373321,43,0.33245708984073,3,0.0231946806865625,7,0.0541209216019793,208,1.60816452760167,1003,7.75475490954075,2033,15.7182619452606,1031,7.97123859594866,38,0.293799288696459,5,1,3108,8525,36.46%
Motley,1210,1013,83.7190082644628,24,1.98347107438017,8,0.789733464955577,0,0,0,0,0,0,2,0.165289256198347,163,13.4710743801653,344,28.4297520661157,20,1.65289256198347,7,0.578512396694215,1,0,372,791,47.03%
Nacogdoches,64524,39699,61.5259438348521,11573,17.9359618126589,230,0.579359681604071,775,1.20110346537722,15,0.0232471638460108,54,0.0836897898456388,822,1.27394457876139,11356,17.5996528423532,9021,13.9808443369909,2845,4.40921207612671,130,0.20147541999876,43,3,12042,30741,39.17%
Navarro,47735,28587,59.8868754582591,6490,13.5958939981146,155,0.542204498548291,239,0.500680842149366,380,0.796061590028281,40,0.0837959568450822,499,1.0453545616424,11345,23.7666282601864,6983,14.6286791662302,2376,4.97747983659788,118,0.247198072692993,55,0,9532,27357,34.84%
Newton,14445,10825,74.9394254067151,2891,20.0138456213223,77,0.711316397228637,62,0.429214260989962,1,0.00692281066112842,0,0,186,1.28764278296989,403,2.78989269643475,2161,14.9601938386985,703,4.86673589477328,28,0.193838698511596,11,2,2905,8955,32.44%
Nolan,15216,9191,60.4035226077813,666,4.37697160883281,44,0.478729191600479,58,0.38117770767613,0,0,8,0.0525762355415352,146,0.959516298633018,5103,33.5370662460568,2117,13.9129863301788,474,3.11514195583596,38,0.249737118822292,15,1,2645,8554,30.92%
Nueces,340223,111870,32.8813748629575,12178,3.57941702941894,882,0.78841512469831,5495,1.61511714375571,209,0.0614302971874329,399,0.117276021903281,2897,0.851500339483221,206293,60.6346425726656,30854,9.06875784411989,24746,7.27346475693883,998,0.293337017191665,405,2,57005,190179,29.97%
Ochiltree,10223,5062,49.5157977110437,19,0.185855424043823,66,1.30383247728171,24,0.234764746160618,3,0.0293455932700773,0,0,67,0.655384916365059,4982,48.733248557175,1500,14.6727966350386,70,0.684730509635136,12,0.117382373080309,6,2,1590,5223,30.44%
Oldham,2052,1699,82.7972709551657,60,2.92397660818713,11,0.64743967039435,17,0.828460038986355,0,0,0,0,22,1.07212475633528,243,11.8421052631579,519,25.2923976608187,33,1.60818713450292,6,0.292397660818713,1,0,559,1350,41.41%
Orange,81837,67895,82.9636961276684,6922,8.45827681855395,340,0.50077325281685,797,0.973887117074184,38,0.0464337646785684,73,0.0892017058298814,1006,1.22927282280631,4766,5.82377164363308,13400,16.3740117550741,3600,4.39898823270648,220,0.268827058665396,41,5,17266,50528,34.17%
Palo Pinto,28111,21958,78.1117711927715,597,2.12372380918502,135,0.614810091993806,132,0.469567073387642,11,0.0391305894489702,13,0.0462452420760556,280,0.996051367791968,4985,17.7332716730106,4410,15.6878090427235,1141,4.05890932375227,91,0.323716694532389,28,1,5671,17022,33.32%
Panola,23796,17521,73.6300218524122,3850,16.1791897797949,84,0.479424690371554,72,0.302571860816944,3,0.0126071608673727,24,0.100857286938981,272,1.14304925197512,1970,8.27870230290805,4614,19.3898134140192,1069,4.49235165574046,56,0.23533366952429,13,0,5752,15763,36.49%
Parker,116927,99698,85.2651654451068,1842,1.5753418799764,768,0.770326385684768,631,0.539652945855106,35,0.0299332061884766,64,0.0547350056017857,1479,1.26489177007877,12410,10.6134596799713,25683,21.9649867011041,5540,4.73799892240458,476,0.407091604163281,157,3,31859,78345,40.67%
Parmer,10269,3943,38.3971175382218,91,0.886162235855487,17,0.431143799137712,18,0.175284837861525,8,0.0779043723829,2,0.019476093095725,26,0.253189210244425,6164,60.0253189210244,1234,12.0167494400623,153,1.48992112182296,8,0.0779043723829,5,0,1400,4387,31.91%
Pecos,15507,4326,27.8970787386342,528,3.40491390984717,57,1.31761442441054,74,0.47720384342555,5,0.0322435029341588,17,0.10962790997614,70,0.451409041078223,10430,67.2599471206552,2146,13.8389114593409,817,5.26858837944154,46,0.296640226994261,20,2,3031,8146,37.21%
Polk,45413,32830,72.2920749565102,5153,11.3469711316143,778,2.36978373438928,180,0.396362275119459,7,0.0154140884768679,14,0.0308281769537357,492,1.08339021865985,5959,13.1217933190937,7858,17.3034153216039,2410,5.30685046132165,185,0.407372338317222,37,6,10496,37149,28.25%
Potter,121073,59322,48.9968861761086,11823,9.76518298877537,602,1.01480057988605,4675,3.8613068148968,43,0.0355157632172326,155,0.128021937178397,1761,1.45449439594294,42692,35.2613712388394,10584,8.74183343932999,2925,2.41589784675361,192,0.158582012504852,51,3,13755,52747,26.08%
Presidio,7818,1136,14.5305704783832,27,0.34535686876439,22,1.93661971830986,75,0.959324635456638,0,0,3,0.0383729854182655,34,0.434893834740343,6521,83.4100793041699,364,4.65592223074955,613,7.84088002046559,18,0.230237912509593,8,1,1004,5288,18.99%
Rains,10914,9553,87.5297782664468,249,2.28147333699835,95,0.994452004605883,55,0.503939893714495,1,0.00916254352208173,0,0,122,1.11783030969397,839,7.68737401502657,1976,18.1051859996335,440,4.03151914971596,23,0.21073850100788,12,0,2451,6819,35.94%
Randall,120725,94361,78.1619382895009,2701,2.23731621453717,586,0.621019277031825,1625,1.34603437564713,29,0.0240215365500104,93,0.0770345827293435,1555,1.28805135638849,19775,16.3802029405674,24134,19.9908883826879,3650,3.0234002899151,355,0.294056740525989,75,3,28217,80151,35.2%
Reagan,3367,1219,36.2043362043362,65,1.93050193050193,7,0.574241181296144,1,0.0297000297000297,0,0,1,0.0297000297000297,23,0.683100683100683,2051,60.9147609147609,425,12.6225126225126,68,2.01960201960202,10,0.297000297000297,3,0,506,1774,28.52%
Real,3309,2398,72.4690238742823,20,0.604412209126624,23,0.959132610508757,2,0.0604412209126624,12,0.362647325475975,1,0.0302206104563312,39,1.17860380779692,814,24.5995769114536,862,26.0501662133575,175,5.28860682985796,14,0.423088546388637,2,2,1055,2437,43.29%
Red River,12860,9503,73.895800933126,2211,17.1928460342146,92,0.968115332000421,23,0.178849144634526,0,0,3,0.0233281493001555,179,1.39191290824261,849,6.60186625194401,1993,15.49766718507,730,5.67651632970451,31,0.241057542768274,14,0,2768,7927,34.92%
Reeves,13783,2690,19.5167960531089,672,4.87557135601828,21,0.780669144981413,118,0.856127113110353,2,0.0145106290357687,20,0.145106290357687,27,0.195893491982877,10233,74.2436334615106,695,5.04244358992962,510,3.70021040412102,10,0.0725531451788435,5,2,1222,6549,18.66%
Refugio,7383,3337,45.1984288229717,445,6.02736015169985,25,0.749175906502847,27,0.365704997968306,0,0,9,0.121901665989435,53,0.717865366382229,3487,47.2301232561289,1238,16.7682513883245,750,10.1584721657863,37,0.501151293512122,14,1,2040,5033,40.53%
Roberts,929,841,90.5274488697524,0,0,3,0.356718192627824,2,0.215285252960172,0,0,0,0,9,0.968783638320775,74,7.96555435952637,324,34.8762109795479,15,1.61463939720129,5,0.538213132400431,1,0,345,678,50.88%
Robertson,16622,9821,59.0843460474071,3509,21.1105763446035,47,0.478566337440179,96,0.577547828179521,0,0,9,0.0541451088918301,150,0.902418481530502,2990,17.988208398508,3270,19.6727228973649,1768,10.6365058356395,46,0.276741667669354,16,5,5105,11362,44.93%
Rockwall,78337,58046,74.0978081877019,4397,5.61292875652629,345,0.59435620025497,1850,2.36159158507474,47,0.0599971916208177,116,0.148078175064146,1066,1.36078736739982,12470,15.9184038193957,16100,20.5522294701099,4670,5.96142308232381,244,0.311474782031479,46,26,21086,51787,40.72%
Runnels,10501,6841,65.1461765546138,165,1.57127892581659,43,0.628563075573746,19,0.180935149033425,0,0,15,0.142843538710599,57,0.542805447100276,3361,32.0064755737549,2057,19.5886106085135,230,2.19026759356252,17,0.161889343872012,8,0,2312,6595,35.06%
Rusk,53330,35237,66.0735045940371,9359,17.5492218263641,199,0.564747282685813,203,0.380648790549409,14,0.0262516407275455,50,0.0937558597412338,659,1.23570223138946,7609,14.267766735421,8517,15.9703731483218,1906,3.57397337333583,83,0.155634727170448,21,1,10528,30326,34.72%
Sabine,10834,9484,87.5392283551781,778,7.18109654790474,54,0.569380008435259,33,0.304596640206757,0,0,6,0.0553812073103194,135,1.24607716448219,344,3.17518921912498,2372,21.8940372900129,355,3.27672143252723,27,0.249215432896437,8,0,2762,7453,37.06%
San Augustine,8865,6183,69.746192893401,2013,22.7072758037225,16,0.258774057900695,22,0.248166948674563,0,0,10,0.112803158488438,89,1.0039481105471,532,6.00112803158488,1920,21.65820642978,756,8.52791878172589,34,0.383530738860688,14,0,2724,6130,44.44%
San Jacinto,26384,20204,76.5767131594906,2662,10.0894481503942,120,0.593941793704217,120,0.454821103699212,9,0.0341115827774409,12,0.0454821103699212,377,1.42889630078836,2880,10.9157064887811,4641,17.590206185567,1632,6.18556701030928,106,0.40175864160097,52,3,6434,16510,38.97%
San Patricio,64804,27330,42.1733226344053,902,1.39188938954386,169,0.61836809366996,506,0.780815999012407,46,0.0709832726374915,53,0.0817850749953706,550,0.84871304240479,35248,54.3917042157891,7202,11.1135115116351,4071,6.282019628418,191,0.294734892907845,58,9,11531,39941,28.87%
San Saba,6131,4135,67.4441363562225,194,3.16424726798238,28,0.677146311970979,13,0.212037188060675,0,0,1,0.0163105529277443,45,0.733974881748491,1715,27.9725982710814,1280,20.8775077475126,145,2.36503017452292,15,0.244658293916164,5,0,1445,3693,39.13%
Schleicher,3461,1872,54.0884137532505,32,0.924588269286334,1,0.0534188034188034,4,0.115573533660792,0,0,0,0,16,0.462294134643167,1536,44.380236925744,635,18.3472984686507,213,6.15429066743716,8,0.231147067321583,2,1,859,1827,47.02%
Scurry,16921,9773,57.7566337686898,764,4.51509958040305,47,0.480916811623862,48,0.28367117782637,2,0.0118196324094321,12,0.0709177944565924,126,0.74463684179422,6149,36.3394598427989,2518,14.880917203475,298,1.76112522900538,38,0.224573015779209,6,2,2862,9381,30.51%
Shackelford,3378,2961,87.6554174067496,14,0.414446417998816,8,0.270178993583249,9,0.266429840142096,1,0.029603315571344,2,0.059206631142688,43,1.27294256956779,340,10.065127294257,751,22.2320899940793,50,1.4801657785672,6,0.177619893428064,3,0,810,2312,35.03%
Shelby,25448,16535,64.9756365922666,4414,17.345174473436,61,0.368914423949199,76,0.298648223828985,0,0,17,0.0668028921722729,181,0.711254322540082,4164,16.3627790003144,4330,17.0150895944671,1116,4.38541339201509,44,0.172901603269412,12,2,5504,14592,37.72%
Sherman,3034,1762,58.0751483190508,12,0.3955174686882,11,0.624290578887628,6,0.1977587343441,0,0,1,0.03295978905735,15,0.494396835860251,1227,40.4416611733685,538,17.7323665128543,52,1.7139090309822,5,0.16479894528675,5,0,600,1515,39.6%
Smith,209714,130246,62.1064878834985,37195,17.7360595859122,734,0.563548976552063,2550,1.21594171109225,63,0.0300409128622791,225,0.10728897450814,2613,1.24598262395453,36088,17.2081978313322,37360,17.8147381672182,10846,5.17180541117903,518,0.247003061312073,98,12,48834,126425,38.63%
Somervell,8490,6595,77.6796230859835,54,0.636042402826855,45,0.682335102350265,40,0.471142520612485,1,0.0117785630153121,24,0.282685512367491,105,1.23674911660777,1626,19.1519434628975,1796,21.1542991755006,405,4.77031802120141,28,0.32979976442874,14,2,2245,5809,38.65%
Starr,60968,2449,4.01686130429078,15,0.0246030704631938,17,0.69416088199265,119,0.195184359008004,0,0,5,0.00820102348773127,26,0.0426453221362026,58337,95.6846214407558,1104,1.81078598609106,4008,6.57394042776538,45,0.0738092113895814,24,4,5185,30198,17.17%
Stephens,9630,7289,75.6905503634476,195,2.02492211838006,43,0.589930031554397,31,0.321910695742471,1,0.0103842159916926,0,0,60,0.623052959501558,2011,20.8826583592939,1737,18.0373831775701,169,1.75493250259605,19,0.19730010384216,9,1,1935,5590,34.62%
Sterling,1143,733,64.1294838145232,13,1.13735783027122,13,1.77353342428377,0,0,0,0,2,0.174978127734033,17,1.48731408573928,365,31.9335083114611,429,37.5328083989501,33,2.88713910761155,6,0.5249343832021,1,1,470,842,55.82%
Stonewall,1490,1206,80.9395973154362,38,2.5503355704698,4,0.33167495854063,14,0.939597315436242,0,0,0,0,19,1.2751677852349,209,14.0268456375839,297,19.9328859060403,76,5.1006711409396,7,0.469798657718121,1,0,381,1011,37.69%
Sutton,4128,1639,39.7044573643411,6,0.145348837209302,2,0.12202562538133,5,0.121124031007752,0,0,7,0.169573643410853,10,0.242248062015504,2459,59.5687984496124,619,14.9951550387597,113,2.73740310077519,9,0.218023255813953,2,0,743,2491,29.83%
Swisher,7854,4025,51.2477718360071,552,7.02826585179526,37,0.919254658385093,5,0.0636618283677107,4,0.0509294626941686,6,0.0763941940412529,76,0.967659791189203,3149,40.0942195059842,1029,13.1016042780749,362,4.60911637382226,18,0.229182582123759,8,7,1424,4113,34.62%
Tarrant,1809034,937135,51.8030617445554,262522,14.51172283108,7037,0.750905685947062,83378,4.60897915683177,2938,0.16240711893751,2491,0.137697798935786,30556,1.68907825944675,482977,26.6980609540783,213120,11.7808731068626,153214,8.46938200166498,5208,0.287888453174457,1399,32,372973,999687,37.31%
Taylor,131506,88121,67.0091098505011,9122,6.93656563198637,532,0.60371534594478,1978,1.50411388073548,105,0.0798442656608824,133,0.101136069837118,2441,1.85618907122109,29074,22.1084969507095,19100,14.5240521345034,3876,2.94739403525314,343,0.260824601158882,82,0,23401,75743,30.9%
Terrell,984,495,50.3048780487805,6,0.609756097560976,7,1.41414141414141,4,0.40650406504065,0,0,0,0,5,0.508130081300813,467,47.4593495934959,273,27.7439024390244,108,10.9756097560976,11,1.11788617886179,4,2,398,822,48.42%
Terry,12651,5747,45.4272389534424,565,4.46605011461545,28,0.48721071863581,23,0.181803809975496,0,0,5,0.0395225673859774,72,0.569124970358075,6211,49.0949332068611,1896,14.9869575527626,366,2.89305193265355,20,0.15809026954391,11,0,2293,7127,32.17%
Throckmorton,1641,1453,88.5435709932968,9,0.548446069469835,11,0.75705437026841,7,0.426569165143205,0,0,0,0,9,0.548446069469835,152,9.26264472882389,456,27.7879341864717,66,4.02193784277879,7,0.426569165143205,6,0,535,1293,41.38%
Titus,32334,15904,49.1866147089751,3000,9.2781592132121,125,0.785965794768612,229,0.708232819941857,9,0.0278344776396363,23,0.0711325539679594,245,0.757716335745655,12799,39.5837199233006,3802,11.7585204428775,1288,3.98342302220573,49,0.151543267149131,16,7,5162,15981,32.3%
Tom Green,110224,63799,57.8812236899405,3997,3.62625199593555,406,0.636373610871644,1046,0.948976629409203,78,0.0707649876614893,129,0.117034402670925,1454,1.31913194948469,39315,35.6682755116853,14670,13.3092611409493,3559,3.22887937291334,236,0.214109449847583,66,2,18533,61759,30.01%
Travis,1024266,517644,50.5380438284586,82805,8.08432575131851,2611,0.504400707822364,58404,5.70203443246188,540,0.0527206799796147,1813,0.177004801487114,17683,1.72640700755468,342766,33.4645492479493,91301,8.91379778299778,169141,16.5133861711704,6122,0.597696301546669,1218,13,267795,655056,40.88%
Trinity,14585,11819,81.0353102502571,1377,9.44120671923209,57,0.48227430408664,36,0.246828933836133,0,0,13,0.0891326705519369,166,1.1381556393555,1117,7.65855330819335,2837,19.4514912581419,996,6.82893383613301,58,0.397668837847103,35,4,3930,11041,35.59%
Tyler,21766,17507,80.432785077644,2376,10.9161076908941,104,0.594048095047695,49,0.225121749517596,6,0.0275659285123587,19,0.0872921069558026,218,1.00156206928237,1487,6.83175594964624,3788,17.4032895341358,885,4.06597445557291,67,0.307819535054672,28,1,4769,13241,36.02%
Upshur,39309,32257,82.0600880205551,3388,8.61889134803735,206,0.638621074495458,146,0.371416215116131,3,0.00763184003663283,35,0.0890381337607164,661,1.6815487547381,2613,6.6473326719072,7294,18.5555470757333,1426,3.62766796407947,108,0.274746241318782,18,2,8848,26395,33.52%
Upton,3355,1611,48.0178837555887,49,1.46050670640835,28,1.73805090006207,0,0,0,0,4,0.119225037257824,19,0.566318926974665,1644,49.0014903129657,555,16.5424739195231,106,3.15946348733234,5,0.14903129657228,4,0,670,2189,30.61%
Uvalde,26405,7666,29.0323802310169,110,0.416587767468283,62,0.808765979650404,116,0.439310736602916,6,0.0227229691346336,35,0.132550653285363,111,0.420374928990721,18299,69.30126869911,2967,11.2365082370763,2101,7.9568263586442,58,0.219655368301458,17,0,5143,16278,31.59%
Val Verde,48879,8548,17.4880828167516,563,1.15182389165081,86,1.00608329433786,207,0.423494752347634,37,0.0756971296466785,29,0.0593301826960453,210,0.429632357454121,39199,80.1959941897338,3306,6.76364082734917,3608,7.38149307473557,115,0.235274862415352,49,4,7082,26447,26.78%
Van Zandt,52579,45087,85.750965214249,1403,2.66836569733163,371,0.822853594162397,168,0.319519199680481,32,0.0608607999391392,15,0.0285284999714715,656,1.24764639875235,4847,9.21850929078149,9751,18.5454268814546,1938,3.68588219631412,162,0.308107799691892,58,12,11921,34522,34.53%
Victoria,86793,41564,47.8886546150035,5190,5.97974491030383,199,0.478779713213358,860,0.990863318470384,16,0.0184346663901467,109,0.125586164782874,742,0.854907653843052,38113,43.9125275079788,12657,14.5829732812554,4233,4.87712142684318,202,0.232737663175602,53,3,17148,51878,33.05%
Walker,67861,39671,58.4592033715978,15098,22.2484195635195,186,0.468856343424668,617,0.909211476400289,19,0.0279984085115162,72,0.106099232254167,809,1.1921427624114,11389,16.782835501982,7669,11.3010418355167,3476,5.12223515715949,196,0.288825687803009,45,1,11387,30160,37.76%
Waller,43205,19260,44.5781738224742,10537,24.3883809744243,141,0.73208722741433,213,0.492998495544497,9,0.0208309223469506,54,0.124985534081704,455,1.05311885198472,12536,29.0151602823747,6329,14.6487675037611,2741,6.34417312811017,85,0.196736488832311,40,0,9195,29871,30.78%
Ward,10658,4922,46.1812722837305,474,4.4473634828298,48,0.975213327915482,31,0.290861324826421,0,0,9,0.0844436104334772,100,0.938262338149747,5074,47.6074310377181,1535,14.4023268905986,411,3.85625820979546,19,0.178269844248452,14,1,1980,6310,31.38%
Washington,33718,22394,66.4155643869743,5861,17.3824070229551,61,0.272394391354827,432,1.28121478142239,7,0.0207604246989738,34,0.100836348537873,288,0.854143187614924,4641,13.7641615754197,6886,20.4223263538763,1952,5.78919271605671,131,0.38851651936651,21,1,8991,22242,40.42%
Webb,250304,8345,3.33394592175914,487,0.194563410892355,95,1.13840623127621,1320,0.527358731782153,11,0.00439465609818461,130,0.0519368447967272,263,0.105072232165687,239653,95.7447743543851,7622,3.04509716185119,17963,7.17647340833546,434,0.17338915878292,382,3,26404,115638,22.83%
Wharton,41280,19681,47.6768410852713,5668,13.7306201550388,62,0.315024643056755,154,0.373062015503876,2,0.00484496124031008,26,0.062984496124031,242,0.586240310077519,15445,37.4152131782946,6215,15.0557170542636,2075,5.02664728682171,75,0.181686046511628,34,0,8399,24663,34.06%
Wheeler,5410,3847,71.1090573012939,112,2.07024029574861,20,0.519885625162464,23,0.425138632162662,0,0,3,0.055452865064695,61,1.1275415896488,1344,24.8428835489834,1185,21.9038817005545,120,2.2181146025878,10,0.184842883548983,6,1,1322,3475,38.04%
Wichita,131500,90001,68.441825095057,13322,10.1307984790875,1087,1.2077643581738,2586,1.96653992395437,85,0.064638783269962,109,0.0828897338403042,2451,1.8638783269962,21859,16.6228136882129,16130,12.2661596958175,4822,3.66692015209125,255,0.193916349809886,48,1,21256,72256,29.42%
Wilbarger,13535,8585,63.4281492427041,1049,7.75027705947543,115,1.33954571927781,97,0.716660509789435,6,0.0443295160694496,6,0.0443295160694496,169,1.24861470262283,3508,25.9179903952715,2141,15.8182489841153,574,4.24085703731068,25,0.18470631695604,11,0,2751,7946,34.62%
Willacy,22134,2235,10.0975874220656,389,1.75747718442216,22,0.984340044742729,134,0.605403451703262,1,0.00451793620674076,9,0.0406614258606669,47,0.212343001716816,19297,87.1826149814765,854,3.85831752055661,1274,5.75585072738773,41,0.185235384476371,16,0,2185,11529,18.95%
Williamson,422679,269481,63.7554740121936,24744,5.85408785390332,1340,0.497252125381752,20084,4.75159636509029,354,0.0837514993647662,661,0.156383449378843,7981,1.8881941142096,98034,23.1934872562867,61496,14.5491022738295,39516,9.34893855620932,2419,0.572301912325902,410,69,103910,271612,38.26%
Wilson,42918,25186,58.6840020504217,644,1.5005359056806,125,0.496307472405305,143,0.333193531851438,9,0.0209702222843562,25,0.058250617456545,374,0.871429237149914,16412,38.2403653478727,7506,17.4891653851531,2707,6.3073768581947,160,0.372803951721888,51,5,10429,28787,36.23%
Winkler,7110,3024,42.5316455696203,129,1.81434599156118,29,0.958994708994709,16,0.225035161744022,0,0,43,0.60478199718706,45,0.632911392405063,3824,53.7834036568214,829,11.6596343178622,136,1.91279887482419,15,0.210970464135021,5,0,985,3691,26.69%
Wise,59127,47122,79.6962470614102,573,0.969100410979755,341,0.723653495182717,234,0.395758283017911,15,0.0253691207062763,35,0.0591946149813114,695,1.17543592605747,10112,17.1021699054577,10181,17.2188678607066,2178,3.68359632655132,224,0.378845535880393,54,2,12639,36321,34.8%
Wood,41964,35628,84.9013440091507,1951,4.64922314364694,198,0.555742674301112,156,0.371747211895911,12,0.0285959393766085,8,0.0190639595844057,460,1.09617767610333,3551,8.46201506052807,9778,23.3009246020398,1403,3.34334191211515,103,0.245448479649223,26,0,11310,27625,40.94%
Yoakum,7879,3090,39.2181748952913,55,0.698058129204214,30,0.970873786407767,26,0.32999111562381,1,0.0126919659855312,5,0.0634598299276558,50,0.634598299276558,4622,58.662266785125,1046,13.2757964208656,93,1.1803528366544,6,0.076151795913187,3,1,1149,3969,28.95%
Young,18550,14959,80.6415094339623,220,1.18598382749326,83,0.554849923123203,55,0.296495956873315,5,0.0269541778975741,4,0.0215633423180593,179,0.964959568733154,3045,16.4150943396226,4497,24.2425876010782,679,3.66037735849057,99,0.533692722371968,28,0,5303,11659,45.48%
Zapata,14018,861,6.14210301041518,11,0.0784705378798687,16,1.85830429732869,28,0.199743187330575,0,0,6,0.0428021115708375,12,0.085604223141675,13084,93.337137965473,372,2.65373091739192,788,5.62134398630332,8,0.05706948209445,9,0,1177,7438,15.82%
Zavala,11677,647,5.54080671405327,35,0.299734520852959,9,1.39103554868624,3,0.025691530358825,3,0.025691530358825,3,0.025691530358825,16,0.137021495247067,10961,93.8682880876938,350,2.99734520852959,1110,9.50586623276527,17,0.145585338700009,7,0,1484,8736,16.99%